true_valve,pred_valve
100.0,87.21280670166016
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
74.1875,63.76019287109375
100.0,80.8786392211914
100.0,84.14705657958984
100.0,81.48091888427734
100.0,80.67272186279297
100.0,82.30003356933594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
76.859375,62.28510284423828
95.8125,61.386131286621094
100.0,79.92044830322266
100.0,76.39967346191406
100.0,75.2880859375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
75.84375,57.59547805786133
100.0,77.81816101074219
100.0,78.27093505859375
100.0,76.585693359375
100.0,76.66943359375
100.0,74.930419921875
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
81.765625,58.769920349121094
100.0,72.10065460205078
100.0,74.99964904785156
100.0,74.5361328125
100.0,67.6177749633789
100.0,67.14368438720703
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
73.71875,54.06553268432617
100.0,70.78125
100.0,74.5425033569336
100.0,69.95873260498047
100.0,64.98579406738281
100.0,65.11534118652344
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
74.109375,53.411624908447266
100.0,66.51445770263672
100.0,67.1543960571289
100.0,64.39331817626953
100.0,61.94218826293945
100.0,66.31983184814453
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
72.734375,51.68446350097656
100.0,66.66851043701172
100.0,66.79736328125
100.0,67.08556365966797
100.0,64.75325012207031
100.0,62.266319274902344
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
75.734375,48.606842041015625
100.0,63.958274841308594
100.0,66.07582092285156
100.0,63.385990142822266
100.0,60.795406341552734
100.0,62.81972122192383
100.0,61.00604248046875
100.0,60.85722732543945
100.0,62.70014572143555
100.0,67.19877624511719
100.0,68.3971939086914
100.0,68.9859390258789
100.0,68.9985580444336
100.0,68.51007843017578
100.0,65.41609191894531
100.0,63.173095703125
100.0,70.50774383544922
100.0,73.26544189453125
100.0,70.8028335571289
100.0,71.84043884277344
100.0,74.73133850097656
100.0,77.20171356201172
100.0,75.37505340576172
100.0,78.18900299072266
100.0,71.32575225830078
100.0,75.32550048828125
100.0,76.43954467773438
100.0,74.36408996582031
100.0,77.05451965332031
100.0,79.39337921142578
100.0,79.78685760498047
100.0,82.65741729736328
100.0,83.5386734008789
100.0,81.88711547851562
100.0,82.39971160888672
100.0,83.28131866455078
100.0,80.98043060302734
100.0,77.7854995727539
100.0,74.982177734375
100.0,78.3106689453125
100.0,82.37528228759766
100.0,80.76229858398438
100.0,81.80113220214844
100.0,84.0976791381836
100.0,84.99585723876953
100.0,86.32842254638672
100.0,85.11589813232422
100.0,83.14815521240234
100.0,81.59140014648438
100.0,82.86166381835938
100.0,84.4250259399414
100.0,84.89910125732422
100.0,86.3817138671875
100.0,87.98375701904297
100.0,89.7708740234375
100.0,88.98284149169922
100.0,92.40174865722656
100.0,91.22350311279297
100.0,90.7966079711914
100.0,90.87520599365234
100.0,87.40554809570312
100.0,92.00090026855469
100.0,91.28216552734375
100.0,86.69168853759766
100.0,88.4958267211914
100.0,94.50550079345703
100.0,93.79834747314453
100.0,93.81040954589844
100.0,96.56661224365234
100.0,97.01983642578125
100.0,95.7856674194336
100.0,95.47042083740234
100.0,92.4260025024414
100.0,94.02875518798828
99.46875,95.10552215576172
100.0,94.93968200683594
100.0,96.09014129638672
100.0,97.81745147705078
100.0,99.31918334960938
100.0,100.0
100.0,100.0
100.0,100.0
100.0,98.12451934814453
100.0,94.57367706298828
100.0,95.24840545654297
100.0,94.5617904663086
100.0,92.92939758300781
100.0,92.20075988769531
100.0,94.3187484741211
100.0,97.74520111083984
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,96.75212860107422
100.0,99.11315155029297
100.0,97.11041259765625
100.0,96.13219451904297
100.0,97.6943588256836
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,97.94196319580078
100.0,97.21653747558594
100.0,100.0
100.0,98.7128677368164
100.0,96.969970703125
100.0,100.0
100.0,100.0
98.671875,100.0
99.75,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,100.0
100.0,95.8814697265625
100.0,96.49344635009766
100.0,97.16353607177734
100.0,98.08667755126953
100.0,98.78983306884766
100.0,100.0
100.0,98.92115020751953
100.0,100.0
100.0,100.0
100.0,100.0
37.023438,55.55816650390625
35.039062,43.45283508300781
38.101562,46.09214782714844
44.328125,44.31865692138672
41.421875,46.35226821899414
43.898438,50.439964294433594
43.523438,50.38548278808594
48.140625,52.33635330200195
46.789062,52.587181091308594
46.75,51.01723098754883
44.289062,51.11277389526367
47.460938,54.526634216308594
46.53125,49.10189437866211
50.085938,51.46993637084961
48.421875,45.98251724243164
49.015625,48.66640090942383
53.507812,52.55869674682617
48.476562,54.12456512451172
49.289062,50.943092346191406
49.835938,55.600379943847656
50.203125,53.994476318359375
50.71875,55.66815185546875
44.015625,51.4918098449707
44.414062,48.45646667480469
48.023438,49.956729888916016
43.703125,45.46739959716797
44.492188,45.83760452270508
47.492188,46.590824127197266
49.328125,52.018192291259766
49.414062,49.68288040161133
46.84375,49.67586898803711
44.4375,50.21884536743164
45.953125,52.28340148925781
48.554688,53.6054573059082
47.90625,52.01262664794922
42.664062,48.146522521972656
43.4375,50.0120735168457
47.015625,50.7667236328125
47.320312,48.66635513305664
43.960938,44.57125473022461
43.601562,45.19392776489258
49.804688,48.904056549072266
41.390625,44.731170654296875
44.6875,46.060707092285156
43.53125,48.706356048583984
47.007812,47.92205810546875
49.570312,50.18815231323242
48.59375,51.29416275024414
50.539062,53.383846282958984
44.046875,46.017578125
44.148438,41.74646759033203
43.90625,41.41575241088867
44.6875,42.837913513183594
42.523438,42.02490234375
48.625,47.03755569458008
42.828125,46.17642593383789
49.78125,50.94522476196289
49.625,52.17060852050781
42.796875,47.72616195678711
42.859375,46.622581481933594
47.835938,49.659732818603516
48.398438,46.31084060668945
48.078125,34.9892578125
0.0,0.0
0.0,0.0
0.0,0.0
62.914062,53.17842102050781
67.796875,57.965843200683594
66.71875,49.825740814208984
0.0,0.0
0.0,0.0
0.0,0.0
58.773438,50.67906188964844
68.09375,53.691707611083984
60.585938,44.408660888671875
0.0,0.0
0.0,0.0
0.0,0.0
50.492188,42.267452239990234
57.195312,40.923763275146484
55.296875,37.77558517456055
0.0,0.0
0.0,0.0
0.0,0.0
58.296875,45.81757354736328
67.78125,48.022037506103516
70.484375,49.81733703613281
0.0,0.0
0.0,0.0
0.0,0.0
62.828125,51.36286163330078
68.34375,46.73468017578125
58.257812,38.26417922973633
0.0,0.0
0.0,0.0
0.0,0.0
49.40625,38.76433563232422
54.695312,35.21683120727539
55.960938,37.619022369384766
0.0,0.0
0.0,0.0
0.0,0.0
44.984375,32.762142181396484
58.0625,39.18423843383789
49.976562,32.9958381652832
0.0,0.0
0.0,0.0
0.0,0.0
50.3125,40.347965240478516
60.921875,46.733924865722656
54.5625,40.125526428222656
53.585938,40.3779182434082
52.421875,39.918209075927734
51.40625,41.79236602783203
52.789062,42.698036193847656
45.890625,34.70500946044922
53.40625,38.489803314208984
50.132812,41.68947219848633
51.929688,44.02067184448242
47.0625,43.863956451416016
45.9375,40.437705993652344
47.546875,36.01737594604492
47.171875,36.15961456298828
50.351562,40.708805084228516
46.53125,42.33333969116211
45.445312,37.441856384277344
43.796875,39.007442474365234
50.328125,37.81809997558594
49.1875,35.34531021118164
49.25,40.51887130737305
48.625,39.661293029785156
43.265625,37.254154205322266
44.757812,38.20719528198242
46.46875,39.461822509765625
53.59375,43.76752471923828
55.140625,45.83325958251953
63.695312,51.03395080566406
50.226562,45.109195709228516
55.96875,47.684329986572266
55.09375,49.153255462646484
61.109375,49.57271194458008
56.164062,46.988914489746094
54.09375,45.017974853515625
47.90625,42.69216537475586
47.851562,43.01844787597656
53.367188,44.607093811035156
57.0,43.8555793762207
51.75,39.45642852783203
54.875,45.32853317260742
52.476562,42.74253463745117
50.203125,40.7613525390625
52.445312,39.09153366088867
55.875,44.08665466308594
69.125,54.67813491821289
62.570312,51.89291763305664
68.4375,57.394161224365234
70.015625,55.648258209228516
71.328125,56.61322021484375
59.851562,48.458221435546875
66.296875,55.54353713989258
70.234375,58.54909896850586
74.34375,63.37971115112305
67.71875,55.1201286315918
72.515625,57.8121337890625
56.117188,44.7876091003418
66.6875,54.48093032836914
56.492188,46.527584075927734
53.554688,46.32680892944336
50.640625,41.039405822753906
48.804688,38.06309127807617
53.023438,48.10380172729492
51.421875,43.52113342285156
47.132812,40.58100509643555
51.3125,39.16963577270508
49.96875,41.62866973876953
58.367188,52.557373046875
62.945312,56.8884162902832
51.90625,47.451759338378906
53.914062,47.28669738769531
52.140625,44.68532180786133
50.546875,41.78779220581055
51.054688,44.45136260986328
47.171875,39.43325424194336
43.953125,35.281070709228516
41.71875,35.45033645629883
46.085938,36.36020278930664
40.78125,32.73534393310547
41.632812,34.88054275512695
45.96875,39.81210708618164
39.179688,34.64365005493164
42.289062,35.1456413269043
46.984375,38.02443313598633
47.101562,41.82201385498047
47.75,40.983882904052734
50.984375,47.46492004394531
40.351562,35.929656982421875
48.03125,43.50260543823242
41.25,37.70341491699219
48.992188,39.21298599243164
48.890625,43.01972961425781
56.101562,48.35688400268555
43.8125,38.039615631103516
52.234375,44.914894104003906
57.265625,46.29959487915039
76.53125,61.628143310546875
77.34375,71.57595825195312
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
42.359375,42.03628921508789
71.71875,65.47502899169922
80.734375,73.1871109008789
78.1875,70.80738067626953
76.71875,70.51951599121094
75.53125,73.14179992675781
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43.21875,40.344486236572266
76.265625,63.98064041137695
80.671875,71.31962585449219
77.875,74.45249938964844
77.890625,68.44270324707031
71.78125,65.10992431640625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43.3125,39.03751754760742
69.671875,56.65632247924805
79.265625,64.35639190673828
71.234375,62.22539138793945
76.765625,60.85006332397461
75.171875,57.631248474121094
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
36.304688,32.97846603393555
75.8125,56.40934371948242
74.75,62.756805419921875
70.734375,60.14519119262695
72.0625,59.127044677734375
75.484375,59.19696807861328
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
38.851562,33.25546646118164
78.96875,56.992759704589844
81.0625,61.73796081542969
73.390625,62.80160140991211
72.296875,56.0244255065918
77.34375,58.587703704833984
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
50.59375,37.96332931518555
68.390625,55.41000747680664
78.5625,60.400089263916016
71.59375,57.282737731933594
73.296875,55.79707717895508
68.03125,47.596961975097656
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
44.515625,39.997589111328125
70.59375,57.58073043823242
71.1875,58.446311950683594
72.609375,56.11580276489258
71.453125,54.5798454284668
64.71875,50.7520866394043
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
36.867188,29.23613166809082
76.46875,55.1242790222168
65.515625,53.16621398925781
66.921875,49.01580810546875
68.15625,48.4752311706543
