ts,main.temp,main.humidity,wind.speed,clouds.all
7/9/2024 2:00,35.1,51.81,6.6,0
7/9/2024 2:10,35.1,51.81,6.6,0
7/9/2024 2:20,35.1,51.81,6.6,0
7/9/2024 2:30,35.1,51.81,6.6,0
7/9/2024 2:40,35.1,51.81,6.6,0
7/9/2024 2:50,35.1,51.81,6.6,0
7/9/2024 3:00,34.4,53.89,5.7,0
7/9/2024 3:10,34.4,53.89,5.7,0
7/9/2024 3:20,34.4,53.89,5.7,0
7/9/2024 3:30,34.4,53.89,5.7,0
7/9/2024 3:40,34.4,53.89,5.7,0
7/9/2024 3:50,34.4,53.89,5.7,0
7/9/2024 4:00,34.4,52.42,6.7,0
7/9/2024 4:10,34.4,52.42,6.7,0
7/9/2024 4:20,34.4,52.42,6.7,0
7/9/2024 4:30,34.4,52.42,6.7,0
7/9/2024 4:40,34.4,52.42,6.7,0
7/9/2024 4:50,34.4,52.42,6.7,0
7/9/2024 5:00,34.4,55.16,8.3,0
7/9/2024 5:10,34.4,55.16,8.3,0
7/9/2024 5:20,34.4,55.16,8.3,0
7/9/2024 5:30,34.4,55.16,8.3,0
7/9/2024 5:40,34.4,55.16,8.3,0
7/9/2024 5:50,34.4,55.16,8.3,0
7/9/2024 6:00,33.9,56.57,8.3,0
7/9/2024 6:10,33.9,56.57,8.3,0
7/9/2024 6:20,33.9,56.57,8.3,0
7/9/2024 6:30,33.9,56.57,8.3,0
7/9/2024 6:40,33.9,56.57,8.3,0
7/9/2024 6:50,33.9,56.57,8.3,0
7/9/2024 7:00,34.9,54.22,13.1,26.6
7/9/2024 7:10,34.9,54.22,13.1,26.6
7/9/2024 7:20,34.9,54.22,13.1,26.6
7/9/2024 7:30,34.9,54.22,13.1,26.6
7/9/2024 7:40,34.9,54.22,13.1,26.6
7/9/2024 7:50,34.9,54.22,13.1,26.6
7/9/2024 8:00,36.4,51.15,14.2,0
7/9/2024 8:10,36.4,51.15,14.2,0
7/9/2024 8:20,36.4,51.15,14.2,0
7/9/2024 8:30,36.4,51.15,14.2,0
7/9/2024 8:40,36.4,51.15,14.2,0
7/9/2024 8:50,36.4,51.15,14.2,0
7/9/2024 9:00,38,44.03,15,0
7/9/2024 9:10,38,44.03,15,0
7/9/2024 9:20,38,44.03,15,0
7/9/2024 9:30,38,44.03,15,0
7/9/2024 9:40,38,44.03,15,0
7/9/2024 9:50,38,44.03,15,0
7/9/2024 10:00,40.4,36.67,12.5,22.1
7/9/2024 10:10,40.4,36.67,12.5,22.1
7/9/2024 10:20,40.4,36.67,12.5,22.1
7/9/2024 10:30,40.4,36.67,12.5,22.1
7/9/2024 10:40,40.4,36.67,12.5,22.1
7/9/2024 10:50,40.4,36.67,12.5,22.1
7/9/2024 11:00,42.6,31.89,10.7,0
7/9/2024 11:10,42.6,31.89,10.7,0
7/9/2024 11:20,42.6,31.89,10.7,0
7/9/2024 11:30,42.6,31.89,10.7,0
7/9/2024 11:40,42.6,31.89,10.7,0
7/9/2024 11:50,42.6,31.89,10.7,0
7/9/2024 12:00,43.9,24.89,8.6,0
7/9/2024 12:10,43.9,24.89,8.6,0
7/9/2024 12:20,43.9,24.89,8.6,0
7/9/2024 12:30,43.9,24.89,8.6,0
7/9/2024 12:40,43.9,24.89,8.6,0
7/9/2024 12:50,43.9,24.89,8.6,0
7/9/2024 13:00,45,26.37,7,17.7
7/9/2024 13:10,45,26.37,7,17.7
7/9/2024 13:20,45,26.37,7,17.7
7/9/2024 13:30,45,26.37,7,17.7
7/9/2024 13:40,45,26.37,7,17.7
7/9/2024 13:50,45,26.37,7,17.7
7/9/2024 14:00,46.2,20.41,9,0
7/9/2024 14:10,46.2,20.41,9,0
7/9/2024 14:20,46.2,20.41,9,0
7/9/2024 14:30,46.2,20.41,9,0
7/9/2024 14:40,46.2,20.41,9,0
7/9/2024 14:50,46.2,20.41,9,0
7/9/2024 15:00,43.5,38.28,15.9,0
7/9/2024 15:10,43.5,38.28,15.9,0
7/9/2024 15:20,43.5,38.28,15.9,0
7/9/2024 15:40,43.5,38.28,15.9,0
7/9/2024 15:50,43.5,38.28,15.9,0
7/9/2024 16:00,42,43,19,22.1
7/9/2024 16:10,42,43,19,22.1
7/9/2024 16:20,42,43,19,22.1
7/9/2024 16:30,42,43,19,22.1
7/9/2024 16:40,42,43,19,22.1
7/9/2024 17:00,41.5,45.72,16.1,0
7/9/2024 17:10,41.5,45.72,16.1,0
7/9/2024 17:20,41.5,45.72,16.1,0
7/9/2024 17:30,41.5,45.72,16.1,0
7/9/2024 17:40,41.5,45.72,16.1,0
7/9/2024 17:50,41.5,45.72,16.1,0
7/9/2024 18:00,41.4,42.67,13.2,0
7/9/2024 18:10,41.4,42.67,13.2,0
7/9/2024 18:20,41.4,42.67,13.2,0
7/9/2024 18:30,41.4,42.67,13.2,0
7/9/2024 18:40,41.4,42.67,13.2,0
7/9/2024 18:50,41.4,42.67,13.2,0
7/9/2024 19:00,40.9,43.03,11.7,17.7
7/9/2024 19:10,40.9,43.03,11.7,17.7
7/9/2024 19:20,40.9,43.03,11.7,17.7
7/9/2024 19:30,40.9,43.03,11.7,17.7
7/9/2024 19:40,40.9,43.03,11.7,17.7
7/9/2024 19:50,40.9,43.03,11.7,17.7
7/9/2024 20:00,40.8,41.48,8.6,0
7/9/2024 20:10,40.8,41.48,8.6,0
7/9/2024 20:20,40.8,41.48,8.6,0
7/9/2024 20:30,40.8,41.48,8.6,0
7/9/2024 20:40,40.8,41.48,8.6,0
7/9/2024 20:50,40.8,41.48,8.6,0
7/9/2024 21:00,40.1,37.67,8.7,12.1
7/9/2024 21:10,40.1,37.67,8.7,12.1
7/9/2024 21:20,40.1,37.67,8.7,12.1
7/9/2024 21:30,40.1,37.67,8.7,12.1
7/9/2024 21:40,40.1,37.67,8.7,12.1
7/9/2024 21:50,40.1,37.67,8.7,12.1
7/9/2024 22:00,38.8,38.61,6.9,27.3
7/9/2024 22:10,38.8,38.61,6.9,27.3
7/9/2024 22:20,38.8,38.61,6.9,27.3
7/9/2024 22:30,38.8,38.61,6.9,27.3
7/9/2024 22:40,38.8,38.61,6.9,27.3
7/9/2024 22:50,38.8,38.61,6.9,27.3
7/9/2024 23:00,37.8,42.15,8.3,12.7
7/9/2024 23:10,37.8,42.15,8.3,12.7
7/9/2024 23:20,37.8,42.15,8.3,12.7
7/9/2024 23:30,37.8,42.15,8.3,12.7
7/9/2024 23:40,37.8,42.15,8.3,12.7
7/9/2024 23:50,37.8,42.15,8.3,12.7
8/9/2024 0:00,26,87,3,100
8/9/2024 0:10,25.5,89,3.6,100
8/9/2024 0:20,25.3,90,3.6,100
8/9/2024 0:30,25.4,89,3.6,99
8/9/2024 0:40,25,91,3,100
8/9/2024 0:50,24.9,91,3.6,100
8/9/2024 1:00,25,91,3.6,100
8/9/2024 1:10,24.5,91,3.6,100
8/9/2024 1:20,25,92,3.1,100
8/9/2024 1:30,25,92,4.2,100
8/9/2024 1:40,25,92,3,100
8/9/2024 1:50,25,96,5.5,100
8/9/2024 2:00,25.5,91,3,100
8/9/2024 2:10,25.5,91,3,100
8/9/2024 2:20,24.9,94,3.6,100
8/9/2024 2:30,25.5,91,3.5,99
8/9/2024 2:40,25,91,3,100
8/9/2024 2:50,24.9,91,3.5,100
8/9/2024 3:00,24.9,92,3,100
8/9/2024 3:10,24.9,93,3,100
8/9/2024 3:20,24.9,93,3.5,100
8/9/2024 3:30,24.9,92,3.5,100
8/9/2024 3:40,25,93,2.3,100
8/9/2024 3:50,25,93,2.8,100
8/9/2024 4:00,25,93,2.3,100
8/9/2024 4:10,25,93,2.9,100
8/9/2024 4:20,25,94,5.4,100
8/9/2024 4:30,25,94,5.5,100
8/9/2024 4:40,24.9,94,2.3,100
8/9/2024 4:50,24.9,94,1.9,100
8/9/2024 5:00,24.9,94,1.9,100
8/9/2024 5:10,24.9,94,2.4,100
8/9/2024 5:20,24.9,91,2.4,100
8/9/2024 5:30,25,94,2.5,100
8/9/2024 5:40,24.5,94,3,100
8/9/2024 5:50,24.5,94,1.9,100
8/9/2024 6:00,24.5,95,2.4,100
8/9/2024 6:10,24.5,94,2.4,100
8/9/2024 6:20,24.7,93,2.4,100
8/9/2024 6:30,24.5,96,3,100
8/9/2024 6:40,25,94,3.5,100
8/9/2024 6:50,25,94,3.5,100
8/9/2024 7:00,25,94,3.5,99
8/9/2024 7:10,25,94,3.5,99
8/9/2024 7:20,24.3,97,3.5,99
8/9/2024 7:30,24.9,94,4,96
8/9/2024 7:40,25,94,3.5,98
8/9/2024 7:50,25,94,3.5,93
8/9/2024 8:00,25,94,3.5,90
8/9/2024 8:10,25,94,3.5,93
8/9/2024 8:20,25,95,3.6,89
8/9/2024 8:30,25.5,94,3.6,91
8/9/2024 8:40,25.5,92,4.8,87
8/9/2024 8:50,25.5,92,4.2,97
8/9/2024 9:00,25.5,92,4.6,97
8/9/2024 9:10,25.5,92,5.1,100
8/9/2024 9:20,25.5,91,4.5,100
8/9/2024 9:30,25.4,91,5.1,100
8/9/2024 9:40,25.5,92,4.6,97
8/9/2024 9:50,25.5,91,3.5,100
8/9/2024 10:00,25.5,91,4.2,100
8/9/2024 10:10,25.5,92,4.6,100
8/9/2024 10:20,25.5,92,4.2,98
8/9/2024 10:30,25.5,92,4.8,98
8/9/2024 10:50,25.5,91,4.8,99
8/9/2024 11:00,26,93,10.9,100
8/9/2024 11:10,26,93,10.9,100
8/9/2024 11:20,24.7,97,5.2,95
8/9/2024 11:30,26,93,11.9,100
8/9/2024 11:40,26,93,11.9,100
8/9/2024 11:50,26,92,11.3,100
8/9/2024 12:00,26,92,11.3,100
8/9/2024 12:10,26,92,11.3,100
8/9/2024 12:20,26,92,11.3,100
8/9/2024 12:30,26,91,11.8,100
8/9/2024 12:40,26,91,11.8,100
8/9/2024 12:50,26,91,11.8,100
8/9/2024 13:00,26,91,11.8,100
8/9/2024 13:10,25.2,96,11.8,100
8/9/2024 13:20,26,92,12.9,100
8/9/2024 13:30,26,92,13.4,100
8/9/2024 13:40,26,92,13.4,100
8/9/2024 13:50,26.5,90,13.3,100
8/9/2024 14:00,26.5,90,13.8,100
8/9/2024 14:10,26.5,91,13.8,100
8/9/2024 14:20,24.5,100,13.7,99
8/9/2024 14:30,26.4,90,11.6,100
8/9/2024 14:40,26.4,90,11.7,100
8/9/2024 15:00,26,88,11.9,100
8/9/2024 15:10,26,88,11.9,100
8/9/2024 15:20,25.5,90,13,100
8/9/2024 15:30,25.5,90,13,100
8/9/2024 15:40,25,96,13,100
8/9/2024 15:50,25.5,95,13,100
8/9/2024 16:00,25.5,95,13.5,100
8/9/2024 16:10,25.5,94,13.5,100
8/9/2024 16:20,25,97,13.5,100
8/9/2024 16:30,25.5,93,15.1,100
8/9/2024 16:40,25,92,14,100
8/9/2024 16:50,25,92,14,100
8/9/2024 17:00,25,93,14,99
8/9/2024 17:10,25,94,14,98
8/9/2024 17:20,25,94,14,100
8/9/2024 17:30,25,94,14,100
8/9/2024 17:40,25.5,93,14.5,100
8/9/2024 17:50,25,94,14,100
8/9/2024 18:00,25.4,94,13.9,100
8/9/2024 18:10,25.5,93,13.9,100
8/9/2024 18:20,24.6,98,13.9,100
8/9/2024 18:30,25,94,13.4,100
8/9/2024 18:40,24,96,13,95
8/9/2024 18:50,25.4,93,14,100
8/9/2024 19:00,25,93,14,100
8/9/2024 19:10,24.9,94,13.4,100
8/9/2024 19:20,24.9,94,13.4,100
8/9/2024 19:30,24.5,90,5.7,98
8/9/2024 19:40,24.5,90,6.3,97
8/9/2024 19:50,25,91,5.3,100
8/9/2024 20:00,25,90,5.7,99
8/9/2024 20:10,24.5,91,6.3,99
8/9/2024 20:20,25.5,86,6.3,99
8/9/2024 20:30,24.5,90,5.8,100
8/9/2024 20:40,24.5,92,4.6,100
8/9/2024 20:50,24.5,91,4.6,100
8/9/2024 21:00,24.5,92,5.2,100
8/9/2024 21:10,24.5,92,5.8,100
8/9/2024 21:20,24.1,94,4.7,100
8/9/2024 21:30,24.6,93,5.2,100
8/9/2024 21:40,24.6,92,5.2,100
8/9/2024 21:50,24.5,91,4.6,97
8/9/2024 22:00,24.5,91,4.6,99
8/9/2024 22:10,24,92,4.6,100
8/9/2024 22:20,25.5,84,4.6,100
8/9/2024 22:30,23.9,92,4.6,100
8/9/2024 22:40,24.6,91,4,97
8/9/2024 22:50,25,90,5.1,100
8/9/2024 23:00,25,89,4,100
8/9/2024 23:10,25,89,4,100
8/9/2024 23:20,25,89,4,99
8/9/2024 23:30,25.4,89,3.5,99
8/9/2024 23:40,25,90,3.5,98
8/9/2024 23:50,25,90,3.5,98
9/9/2024 0:00,21,39,7.6,11
9/9/2024 0:10,21,38,8.1,8
9/9/2024 0:20,21.5,36,9.2,21
9/9/2024 0:30,21.9,33,9.7,21
9/9/2024 0:40,21.9,33,9.7,21
9/9/2024 0:50,21.9,39,7,2
9/9/2024 1:00,22,35,7.5,21
9/9/2024 1:10,22,34,7.5,20
9/9/2024 1:20,21.7,35,7.5,19
9/9/2024 1:30,22,36,8.1,21
9/9/2024 1:40,22,34,7,21
9/9/2024 1:50,22,35,7,20
9/9/2024 2:00,22,34,7,17
9/9/2024 2:10,22.5,34,7,16
9/9/2024 2:20,22.4,32,7.1,18
9/9/2024 2:30,21.9,33,3.4,0
9/9/2024 2:40,21.9,32,3.9,0
9/9/2024 2:50,21.5,34,3.8,0
9/9/2024 3:00,21.4,35,3.3,0
9/9/2024 3:10,21.4,35,3.2,0
9/9/2024 3:20,21.6,35,3.2,0
9/9/2024 3:30,21.3,33,3.2,0
9/9/2024 3:40,20.8,33,2.7,0
9/9/2024 3:50,20.3,36,3.2,0
9/9/2024 4:00,20.3,35,2.7,0
9/9/2024 4:10,19.8,36,2.2,0
9/9/2024 4:20,19.3,39,2.7,0
9/9/2024 4:30,19.8,30,6.2,31
9/9/2024 4:40,19.3,32,5.8,28
9/9/2024 4:50,18.8,33,5.3,25
9/9/2024 5:00,18.8,33,5.3,22
9/9/2024 5:20,17.9,35,4.9,18
9/9/2024 5:30,16.3,46,4.3,25
9/9/2024 5:40,15.8,52,3.8,37
9/9/2024 5:50,15.4,53,3.8,37
9/9/2024 6:00,15.3,54,3.8,37
9/9/2024 6:10,14.9,55,3.8,36
9/9/2024 6:20,13.6,60,3.8,33
9/9/2024 6:30,15.9,52,3.8,22
9/9/2024 6:40,15.8,57,2.7,22
9/9/2024 7:00,14.9,60,2.2,21
9/9/2024 7:10,14.9,61,2.2,17
9/9/2024 7:20,14.4,64,2.3,14
9/9/2024 7:30,14.4,64,2.3,16
9/9/2024 7:40,11.4,77,2.2,17
9/9/2024 7:50,11.4,77,2.7,17
9/9/2024 8:00,11.4,77,2.6,17
9/9/2024 8:10,10.9,77,2.6,16
9/9/2024 8:20,11.5,73,1.6,0
9/9/2024 8:30,11.4,73,2.1,0
9/9/2024 8:40,11.9,78,2.2,0
9/9/2024 8:50,12.4,74,2.2,0
9/9/2024 9:00,12.4,74,2.2,0
9/9/2024 9:20,10.9,77,0.7,0
9/9/2024 9:30,10.5,77,0.7,0
9/9/2024 9:40,11.4,73,1.1,0
9/9/2024 9:50,10.9,75,1.2,0
9/9/2024 10:00,10.9,74,0.6,0
9/9/2024 10:10,10.5,75,1.2,0
9/9/2024 10:20,9.4,82,0.6,0
9/9/2024 10:30,10.4,73,1.1,0
9/9/2024 10:40,11.5,74,1.1,0
9/9/2024 10:50,9.5,80,1.1,0
9/9/2024 11:00,9,82,1.1,0
9/9/2024 11:10,9,82,1.1,0
9/9/2024 11:20,10.5,79,0.5,3
9/9/2024 11:30,10.5,79,1.1,4
9/9/2024 11:40,10.5,79,1.1,4
9/9/2024 11:50,9.5,80,2.2,7
9/9/2024 12:00,9.5,80,2.2,9
9/9/2024 12:10,8.3,86,2.2,5
9/9/2024 12:20,8,84,0.5,3
9/9/2024 12:30,9.4,81,2.2,8
9/9/2024 12:40,10,80,0.6,0
9/9/2024 12:50,10,80,0.6,0
9/9/2024 13:05,10.9,76,0.6,0
9/9/2024 13:15,10.9,76,0.6,0
9/9/2024 13:25,10.9,75,0.6,0
9/9/2024 13:35,10.4,82,1.2,0
9/9/2024 13:45,10,83,1.2,0
9/9/2024 13:55,9.9,84,0.6,0
9/9/2024 14:05,9.5,86,0.6,0
9/9/2024 14:15,9.4,87,1.2,0
9/9/2024 14:25,9.4,87,1.1,0
9/9/2024 14:35,9.4,87,0.6,0
9/9/2024 14:45,9.9,85,1.1,0
9/9/2024 14:55,7.5,91,0.6,0
9/9/2024 15:05,7.5,91,1.1,0
9/9/2024 15:15,7.5,91,1.1,0
9/9/2024 15:25,7.5,93,0.6,0
9/9/2024 15:35,7.5,93,1.1,0
9/9/2024 15:45,7.5,93,0.5,8
9/9/2024 15:55,7.5,93,0.5,0
9/9/2024 16:05,7.5,93,0.5,0
9/9/2024 16:15,7.5,93,0.5,1
9/9/2024 16:25,7.6,91,0.5,11
9/9/2024 16:35,7.6,93,0.1,11
9/9/2024 16:45,8.1,93,0,11
9/9/2024 16:55,8.2,93,0.1,8
9/9/2024 17:05,8.7,93,0.5,9
9/9/2024 17:15,9.3,89,0.5,10
9/9/2024 17:25,9.8,91,0.1,11
9/9/2024 17:35,10.8,87,0,11
9/9/2024 17:45,11.8,83,0,0
9/9/2024 17:55,12.3,81,0,0
9/9/2024 18:05,12.8,79,0.1,0
9/9/2024 18:15,13.3,78,0.1,0
9/9/2024 18:25,13.8,76,0.1,0
9/9/2024 18:45,15.7,66,0.6,0
9/9/2024 18:55,16.2,64,0.6,0
9/9/2024 19:05,16.7,60,0.6,0
9/9/2024 19:15,17.2,59,0.6,0
9/9/2024 19:25,18.1,55,1.2,0
9/9/2024 19:35,18.2,54,1.2,0
9/9/2024 19:45,18.6,54,1.1,0
9/9/2024 19:55,19.2,48,1.1,0
9/9/2024 20:05,20.1,47,1.1,0
9/9/2024 20:15,20.1,46,1.2,0
9/9/2024 20:25,20.1,45,1.2,0
9/9/2024 20:35,20.6,42,1.2,0
9/9/2024 20:45,21.1,42,1.2,0
9/9/2024 20:55,21.5,39,1.2,0
9/9/2024 21:05,21.6,38,1.7,0
9/9/2024 21:15,21.6,38,1.7,0
9/9/2024 21:25,22.5,36,1.7,0
9/9/2024 21:35,23.5,34,1.8,0
9/9/2024 21:45,24.1,33,1.8,0
9/9/2024 21:55,24.1,33,1.8,0
9/9/2024 22:05,23,34,1.8,0
9/9/2024 22:15,23,34,2.3,0
9/9/2024 22:25,23,34,2.3,11
9/9/2024 22:35,23,34,1.8,11
9/9/2024 22:45,23.1,34,2.3,11
9/9/2024 22:55,23.5,36,5.4,11
9/9/2024 23:05,23.5,36,5.5,11
9/9/2024 23:15,24,35,5.5,10
9/9/2024 23:25,24.7,34,5.5,10
9/9/2024 23:35,24.5,31,5.9,11
9/9/2024 23:45,24.5,31,5.9,11
9/9/2024 23:55,24.5,31,5.9,11
10/9/2024 0:05,19,41,2.3,31
10/9/2024 0:15,19,40,2.3,36
10/9/2024 0:25,19,42,1.8,33
10/9/2024 0:35,19,42,2.3,33
10/9/2024 0:45,19.5,47,2.3,31
10/9/2024 1:05,19,44,2.3,46
10/9/2024 1:15,19,47,2.3,10
10/9/2024 1:25,19,46,2.2,22
10/9/2024 1:35,19,46,2.2,22
10/9/2024 1:45,19,46,2.8,24
10/9/2024 1:55,19.4,46,2.2,18
10/9/2024 2:05,19.5,46,2.2,28
10/9/2024 2:15,19,48,1.7,11
10/9/2024 2:25,18.9,46,1.7,28
10/9/2024 2:35,18.9,46,2.2,25
10/9/2024 2:45,18.4,45,1.8,28
10/9/2024 2:55,18.4,44,1.7,43
10/9/2024 3:05,18.3,43,2.2,38
10/9/2024 3:15,17.3,47,1.7,1
10/9/2024 3:25,17.3,47,1.7,1
10/9/2024 3:35,16.8,51,1.1,2
10/9/2024 3:45,16.8,51,1.1,2
10/9/2024 3:55,16.3,51,1.1,2
10/9/2024 4:05,15,50,3.8,0
10/9/2024 4:15,17,44,3.8,0
10/9/2024 4:25,16.9,48,1.1,11
10/9/2024 4:35,16.8,48,1.2,11
10/9/2024 4:45,16.3,51,1.2,11
10/9/2024 4:55,14.9,54,1.7,11
10/9/2024 5:05,13.8,63,1.7,2
10/9/2024 5:15,13.9,63,1.2,0
10/9/2024 5:35,13.6,64,2.3,1
10/9/2024 5:45,12.3,73,1.8,11
10/9/2024 5:55,14.4,66,1.2,1
10/9/2024 6:05,12.4,74,1.2,1
10/9/2024 6:15,11.3,79,1.2,27
10/9/2024 6:25,10.9,82,1.2,7
10/9/2024 6:35,10.9,83,1.2,9
10/9/2024 6:45,12.9,77,1.8,0
10/9/2024 6:55,10.5,85,1.2,7
10/9/2024 7:05,10,86,1.2,10
10/9/2024 7:15,10,86,1.2,10
10/9/2024 7:25,10,86,1.2,10
10/9/2024 7:35,10.5,84,1.2,4
10/9/2024 7:45,10.4,89,1.7,0
10/9/2024 7:55,10.4,89,2.3,0
10/9/2024 8:05,10,89,1.7,0
10/9/2024 8:15,10,89,1.7,0
10/9/2024 8:25,9.5,89,1.2,5
10/9/2024 8:35,9.4,89,1.2,5
10/9/2024 8:45,9.4,89,1.2,0
10/9/2024 8:55,9,89,1.7,0
10/9/2024 9:05,9,89,1.8,0
10/9/2024 9:15,9,91,3.3,0
10/9/2024 9:25,8.9,91,1.2,0
10/9/2024 9:35,8.5,91,1.7,0
10/9/2024 9:45,8.9,92,3.8,0
10/9/2024 9:55,8.9,92,3.8,0
10/9/2024 10:05,8.9,90,1.1,0
10/9/2024 10:15,8.5,91,4.3,1
10/9/2024 10:25,8.4,92,1.1,0
10/9/2024 10:35,8,92,1.1,0
10/9/2024 10:45,8,93,1.1,0
10/9/2024 10:55,8,93,1.1,0
10/9/2024 11:05,8.4,92,1.1,0
10/9/2024 11:15,8,92,1.1,0
10/9/2024 11:25,8,91,1.1,0
10/9/2024 11:35,7.5,92,1.1,0
10/9/2024 11:45,7.9,90,1.6,0
10/9/2024 11:55,7.9,88,1.1,0
10/9/2024 12:05,7.9,90,0.6,0
10/9/2024 12:15,7.9,88,0.6,0
10/9/2024 12:25,7.5,88,0.6,1
10/9/2024 12:35,7.4,91,1.1,0
10/9/2024 12:45,7.9,89,0.6,0
10/9/2024 12:55,8,89,1.1,0
10/9/2024 13:05,7.9,89,1.1,0
10/9/2024 13:15,8.3,95,0.6,0
10/9/2024 13:25,9,88,0.6,0
10/9/2024 13:35,7.5,90,0.6,0
10/9/2024 13:45,6.9,93,1.7,1
10/9/2024 14:05,7,91,0.6,2
10/9/2024 14:15,7.9,94,1.7,0
10/9/2024 14:25,7,91,1.2,2
10/9/2024 14:35,7.5,91,1.2,1
10/9/2024 14:45,8,89,1.1,0
10/9/2024 14:55,8,89,1.1,0
10/9/2024 15:05,7,90,0.5,4
10/9/2024 15:15,6.4,95,0.5,4
10/9/2024 15:25,7.4,89,0.5,0
10/9/2024 15:35,8.5,88,0.6,0
10/9/2024 15:45,8.9,88,0.6,0
10/9/2024 15:55,8.5,88,2.2,0
10/9/2024 16:05,8,82,1.6,6
10/9/2024 16:15,8,82,1.6,6
10/9/2024 16:25,8.5,88,2.2,0
10/9/2024 16:35,8.5,88,2.2,0
10/9/2024 16:45,7.5,93,2.2,0
10/9/2024 16:55,7.5,93,2.2,0
10/9/2024 17:05,6.6,95,1.1,0
10/9/2024 17:15,8.5,84,1.1,0
10/9/2024 17:25,6.7,95,1.1,0
10/9/2024 17:35,8.2,93,0.6,0
10/9/2024 17:45,9.2,89,1.2,0
10/9/2024 17:55,10.2,87,1.2,0
10/9/2024 18:05,11.3,85,0.8,0
10/9/2024 18:15,11.4,84,0.8,0
10/9/2024 18:25,12.4,81,0.8,0
10/9/2024 18:35,11.4,82,1.3,0
10/9/2024 18:45,12,85,2.1,0
10/9/2024 18:55,14.4,77,2,0
10/9/2024 19:05,14.8,75,2.6,0
10/9/2024 19:15,16.6,69,2.1,0
10/9/2024 19:25,15.6,73,2.6,0
10/9/2024 19:35,17.6,58,2.5,0
10/9/2024 19:45,17.5,59,3.6,0
10/9/2024 19:55,18.1,53,3.6,0
10/9/2024 20:05,18,51,3,0
10/9/2024 20:25,19.6,46,4,0
10/9/2024 20:35,19.1,48,4.6,0
10/9/2024 20:45,19,47,5.7,0
10/9/2024 20:55,19.5,43,4.6,0
10/9/2024 21:05,20,43,4.6,0
10/9/2024 21:15,20.2,41,5.7,0
10/9/2024 21:25,20.4,43,5.1,0
10/9/2024 21:35,20.5,45,5.1,0
10/9/2024 21:45,20,43,5.1,0
10/9/2024 21:55,20,43,5.7,0
10/9/2024 22:05,20.5,43,10.8,1
10/9/2024 22:15,20.5,43,10.8,0
10/9/2024 22:25,20.4,43,4.6,0
10/9/2024 22:35,20.4,42,5.1,0
10/9/2024 22:45,21.5,43,5.2,1
10/9/2024 22:55,21,42,5.2,0
10/9/2024 23:05,20.4,40,5.1,0
10/9/2024 23:15,21.2,38,5.7,0
10/9/2024 23:25,20.5,40,5.1,0
10/9/2024 23:35,21,39,5.2,12
10/9/2024 23:45,21,40,6.2,0
10/9/2024 23:55,21.5,38,11.8,9
11/9/2024 0:05,27.4,62,4.5,0
11/9/2024 0:15,27.4,62,4.6,0
11/9/2024 0:25,27,64,4.6,0
11/9/2024 0:35,27,69,5,0
11/9/2024 0:45,26.5,67,3.8,0
11/9/2024 0:55,27,65,3.8,0
11/9/2024 1:05,26.5,67,3.8,0
11/9/2024 1:15,26.2,68,3.8,0
11/9/2024 1:25,26.2,68,3.8,0
11/9/2024 1:35,25.4,72,3.8,0
11/9/2024 1:45,25.4,68,4,0
11/9/2024 1:55,25.4,68,4,0
11/9/2024 2:05,25.4,68,4,0
11/9/2024 2:15,25.4,68,4,0
11/9/2024 2:25,25.2,69,4,0
11/9/2024 2:35,25.2,76,4,0
11/9/2024 2:45,24.4,72,4.9,0
11/9/2024 2:55,25.2,69,4.9,0
11/9/2024 3:05,24.4,72,4.9,0
11/9/2024 3:15,25,70,4.9,0
11/9/2024 3:25,25,76,5.3,7
11/9/2024 3:35,25,76,5.3,7
11/9/2024 3:45,25,70,4.3,7
11/9/2024 3:55,25,70,4.3,7
11/9/2024 4:05,24.7,71,4.3,7
11/9/2024 4:15,24.7,71,4.3,7
11/9/2024 4:25,24.8,71,4.3,7
11/9/2024 4:35,24.8,77,5.3,13
11/9/2024 4:45,24.8,77,5.3,13
11/9/2024 4:55,24.8,69,4.6,13
11/9/2024 5:05,24.8,69,4.6,13
11/9/2024 5:15,24.6,70,4.6,13
11/9/2024 5:25,24.6,70,4.6,13
11/9/2024 5:35,24.6,77,5.3,20
11/9/2024 5:45,23.8,74,4.5,0
11/9/2024 5:55,24.6,71,4.5,0
11/9/2024 6:05,23.7,73,4.5,0
11/9/2024 6:15,24.6,70,4.5,0
11/9/2024 6:25,24.4,71,4.5,0
11/9/2024 6:35,24.4,71,4.5,0
11/9/2024 6:45,23.4,74,4.9,31
11/9/2024 6:55,24.4,70,4.9,31
11/9/2024 7:05,24.4,70,4.9,31
11/9/2024 7:15,24.2,71,4.9,31
11/9/2024 7:25,24.2,71,4.9,31
11/9/2024 7:35,24.2,79,6.2,41
11/9/2024 7:45,24.2,79,6.2,41
11/9/2024 7:55,24.2,70,4.2,41
11/9/2024 8:05,24.2,70,4.2,41
11/9/2024 8:15,23.1,75,4.3,41
11/9/2024 8:25,24.6,68,4.3,41
11/9/2024 8:45,24.6,77,6.4,52
11/9/2024 8:55,24.6,69,4.9,0
11/9/2024 9:05,24.6,69,4.9,0
11/9/2024 9:15,25.6,65,4.9,0
11/9/2024 9:25,25.6,65,4.9,0
11/9/2024 9:35,25.5,68,4.7,35
11/9/2024 9:45,25.5,68,4.7,35
11/9/2024 9:55,25.6,67,4.7,35
