ts,Valve,Occp,RaHumidity,RaTemp,SaTemp,ThermEnergy,main_temp,main_humidity,wind_speed,clouds_all,hour,minute,dayofweek,month,is_weekend,hour_sin,hour_cos,minute_sin,minute_cos,delta_supply_return,delta_outdoor_indoor,delta_humidity,Valve_lag_1,RaTemp_lag_1,SaTemp_lag_1,RaHumidity_lag_1,RaTemp_diff_1,RaTemp_pct_1,ThermEnergy_diff_1,Valve_change_1
2024-07-07 01:25:00,0.0,0,76.065445,20.4,18.6,0.0,32.8,55.1,4.4,24.0,1,25,6,7,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,-1.7999999999999972,12.399999999999999,-20.965444999999995,0.0,20.4,18.2,76.065445,0.0,0.0,0.0,0.0
2024-07-07 01:30:00,0.0,0,76.140465,18.800001,18.1,0.0,32.8,55.1,4.4,24.0,1,30,6,7,1,0.25881904510252074,0.9659258262890683,5.66553889764798e-16,-1.0,-0.7000010000000003,13.999998999999995,-21.040465000000005,0.0,20.4,18.6,76.065445,-1.5999989999999968,-0.07843132352941162,0.0,0.0
2024-07-07 01:35:00,0.0,0,75.8654,20.300001,17.9,0.0,32.8,55.1,4.4,24.0,1,35,6,7,1,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388,-2.400001000000003,12.499998999999995,-20.765399999999993,0.0,18.800001,18.1,76.140465,1.5,0.07978722979855157,0.0,0.0
2024-07-07 01:40:00,76.859375,1,77.45641,21.4,17.2,9.35408132,32.8,55.1,4.4,24.0,1,40,6,7,1,0.25881904510252074,0.9659258262890683,-0.8660254037844384,-0.5000000000000004,-4.199999999999999,11.399999999999999,-22.356410000000004,0.0,20.300001,17.9,75.8654,1.0999989999999968,0.054187140187825555,9.35408132,76.859375
2024-07-07 01:45:00,95.8125,1,76.11546,20.0,16.9,8.684561832,32.8,55.1,4.4,24.0,1,45,6,7,1,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,-3.1000000000000014,12.799999999999997,-21.015459999999997,76.859375,21.4,17.2,77.45641,-1.3999999999999986,-0.06542056074766345,-0.6695194880000006,18.953125
2024-07-07 01:55:00,100.0,1,76.75936,20.5,15.5,12.115658,32.8,55.1,4.4,24.0,1,55,6,7,1,0.25881904510252074,0.9659258262890683,-0.49999999999999967,0.8660254037844388,-5.0,12.299999999999997,-21.65936,95.8125,20.0,16.9,76.11546,0.5,0.02499999999999991,3.431096168,4.1875
2024-07-07 02:00:00,100.0,1,76.46242,20.300001,16.0,12.20818607,32.4,58.07,3.4,23.5,2,0,6,7,1,0.49999999999999994,0.8660254037844387,0.0,1.0,-4.300001000000002,12.099998999999997,-18.392419999999994,100.0,20.5,15.5,76.75936,-0.19999899999999826,-0.009756048780487747,0.09252807000000018,0.0
2024-07-07 02:05:00,100.0,1,76.53744,19.7,16.7,12.11264846,32.4,58.07,3.4,23.5,2,5,6,7,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-3.0,12.7,-18.467440000000003,100.0,20.300001,16.0,76.46242,-0.6000010000000024,-0.02955669805139427,-0.09553760999999916,0.0
2024-07-07 02:10:00,0.0,0,77.803375,19.7,16.1,0.0,32.4,58.07,3.4,23.5,2,10,6,7,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,-3.599999999999998,12.7,-19.733375000000002,100.0,19.7,16.7,76.53744,0.0,0.0,-12.11264846,-100.0
2024-07-07 02:15:00,0.0,0,78.5723,19.800001,17.1,0.0,32.4,58.07,3.4,23.5,2,15,6,7,1,0.49999999999999994,0.8660254037844387,1.0,2.83276944882399e-16,-2.7000010000000003,12.599998999999997,-20.502299999999998,0.0,19.7,16.1,77.803375,0.10000100000000245,0.00507619289340111,0.0,0.0
2024-07-07 02:20:00,0.0,0,75.41841,20.2,18.1,0.0,32.4,58.07,3.4,23.5,2,20,6,7,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,-2.099999999999998,12.2,-17.348409999999994,0.0,19.800001,17.1,78.5723,0.39999899999999755,0.020201968676668125,0.0,0.0
2024-07-07 02:25:00,0.0,0,74.774506,20.5,17.4,0.0,32.4,58.07,3.4,23.5,2,25,6,7,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-3.1000000000000014,11.899999999999999,-16.704506000000002,0.0,20.2,18.1,75.41841,0.3000000000000007,0.014851485148514865,0.0,0.0
2024-07-07 02:30:00,0.0,0,74.474434,20.300001,18.1,0.0,32.4,58.07,3.4,23.5,2,30,6,7,1,0.49999999999999994,0.8660254037844387,5.66553889764798e-16,-1.0,-2.2000010000000003,12.099998999999997,-16.404434000000002,0.0,20.5,17.4,74.774506,-0.19999899999999826,-0.009756048780487747,0.0,0.0
